text,tag,split
"6. beträffande obligatoriskt inrättande av samarbetsnämnder vid grundskolor med högstadium, av herrar Per Jacobsson (fp), Thorsten Larsson (cp), Wirtén (fp), Johan Olsson (cp), Nihlfors (fp), Mattsson (cp), Gustafsson i Skellefteå (fp), Källstad (fp) och Elmstedt (cp), vilka ansett, att utskottets yttrande i viss del bort hava den ändrade lydelse, denna reservation visade, samt att utskottet bort under D 1 hemställa, att riksdagen måtte med bifall till motionerna I: 104 och II: 150 och i anledning av motionerna 1: 538 och II: 676, samtliga motioner såvitt nu vore i fråga, i skrivelse till Kungl. Maj:t hemställa, att i skolstadgan måtte inskrivas, att samarbetsnämnd skulle finnas vid grundskola med högstadium;",note,test
"7. beträffande tilldelning för elevvårdsändamål av s. k. extra resurstimmar, av herrar Per Jacobsson (fp), Thorsten Larsson (cp), Wirtén (fp), Johan Olsson (cp), Nihlfors (fp), Mattsson (cp), Gustafsson i Skellefteå (fp), Källstad (fp) och Elmstedt (cp), vilka ansett, att utskottets yttrande bort i viss angiven del erhålla den avfattning, reservationen visade, samt att utskottet bort under D 8 hemställa, att riksdagen måtte med bifall till motionerna I: 1005 och II: 1272, såvitt nu vore i fråga, i skrivelse till Kungl. Maj:t anhålla om att försöksverksamhet företoges med särskilda resurstimmar för elevvård enligt i motionerna angivna riktlinjer;",note,train
"8. beträffande särskilda behörighetsregler för fortsatta studier vid vissa utbildningslinjer, av herrar Kaijser (h), Ottosson (h), Wallmark (h), Bohman (h) och Turesson (h), vilka under förutsättning av bifall till reservationen 1,",note,train
"ansett, att utskottets yttrande i viss del bort lyda så, som i denna reservation angivits, samt att utskottet bort under D 10 hemställa, att riksdagen måtte i anledning av motionerna 1I:1006 och II: 1271, såvitt nu vore i fråga, i skrivelse till Kungl. Maj:t hemställa, att Kungl. Maj:t måtte uppdraga åt skolöverstyrelsen att utforma de särskilda behörighetsregler som kunde erfordras för tillträde till det gymnasiala stadiet;",note,train
"9. beträffande försök med gruppindelning, av herrar Per Jacobsson (fp), Thorsten Larsson (cp), Wirtén (fp), Johan Olsson (cp), Nihlfors (fp), Mattsson (cp), Gustafsson i Skellefteå (fp), Källstad (fp) och Elmstedt (cp), vilka ansett, att utskottets yttrande bort i viss angiven del hava den ändrade lydelse, reservationen visade, samt att utskottet bort under D 18 hemställa, att riksdagen måtte med bifall till motionerna I: 1008 och II: 1265, såvitt nu vore i fråga, i skrivelse till Kungl. Maj:t uttala, att skolstyrelserna i anslutning till nuvarande bestämmelser om gruppindelning i årskurs 1 borde givas generellt bemyndigande till försöksverksamhet med genom gruppindelning reducerad schemabunden tid för eleverna under en period om 1—2 veckor vid början av läsår 4 och 7.",note,train
"Herr talmannen yttrade, att vid överläggningen beträffande förevarande utlåtande jämväl finge beröras andra lagutskottets utlåtande nr 71 och allmänna beredningsutskottets utlåtande nr 44; yrkanden i anledning av sistnämnda två utlåtanden skulle dock framställas först sedan respektive utlåtande föredragits.",note,train
Herr WIRTÉN (fp):,intro,train
"Herr talman! Det läroplansförslag som i dag är föremål för riksdagens behandling skall utgöra ramen för det som i debatten ibland kallas för den tredje generationen av den svenska grundskolan. 1950-talets försöksverksamhet med nioårig enhetsskola är då den första generationen, och den nu-",seg,val
"varandra, att man också verkar utåt och att man möter barn och ungdom med Nr 117",seg,train
sin förkunnelse. Men det innebär inte att någon skall ha särställning. Torsdagen den,seg,train
10 april 1980 SVEN JOHANSSON (c) replik:,intro,train
"Herr talman! Jag tror inte att jag skall ta upp någon debatt här med vpk. Vi. får läsa i snabbprotokollet vad som har sagts, men det som jag fann anmärkningsvärt var att de tongångar som jag nu mötte har jag inte hört tidigare under de år som jag har varit med i riksdagen.",seg,train
"Jag tror ingen vill stiga upp och säga att det är slentrian eller att man inte menar någonting med det, när över 95 90 av människorna i vårt land tillhör statskyrkan eller olika frikyrkor. Från dopdagen till begravningsdagen vill man i olika sammanhang ha med det kristna inslaget, och så länge vi har det så i vårt land kan frågan aldrig ställas om kristendomsundervisning skall förekomma eller inte. Det är ju absolut givet att sådan undervisning skall bedrivas.",seg,train
Anslag till skolväsendets centrala och regionala myndigheter m.m.,unknown,train
"Därför är jag besviken på utbildningsutskottet som inte har förstått vad det innebär att i stort sett alla människor i vårt land tillhör frikyrka eller svenska kyrkan. Det är en annan sak att man inte skall tvinga på någon den kristna livsåskådningen, utan man skall erbjuda den. Jag tror inte heller att någon har upplevt att han eller hon i skolan eller i annat sammanhang har blivit tvingad.",seg,train
"Om det sedan skulle stöta en del att höra något från Bibeln, så vill jag säga att vi andra ju också får finna oss i att möta mycket som vi inte accepterar.",seg,train
ANITA BRÅKENHIELM (m):,intro,val
"Herr talman! Min medmotionär i motion 288 Gullan Lindblad och jag är båda nya ledamöter av denna kammare. Som sådan har man naturligtvis entusiasm, idéer, önskningar man vill framföra, mål man vill arbeta för — önskemål, som man kanske länge hoppats få en möjlighet att framföra i Sveriges mäktigaste församling.",seg,train
"Gullan Lindblad och jag har ensamma, tillsammans och tillsammans med andra haft många önskemål, på vitt skilda områden. Men jag talar för oss båda när jag säger, att inget känts så viktigt, så angeläget — och mött ett sådant gensvar bland människor ute i vårt land — som när vi hemställt hos riksdagen om åtgärder för att återge kristendomsundervisningen en plats i svenska skolor.",seg,test
"Man får vänja sig vid att inte få som man vill. Men det känns hårt att inte ens med hjälp av flera andra motioner — 242 av Mårten Werner, 1300 av Tore Nilsson, 890 av Arne Lindberg — med liknande innehåll ha kunnat pressa utskottet till eftertanke och till ett ställningstagande. Att hänvisa till vad man tyckt förra året, vad något statsråd tyckt någon gång eller vad kristna organisationer sades nöja sig med för flera år sedan — det är inget ställningstagande.",seg,train
Flertalet av oss i denna kammare är tillräckligt gamla för att ha haft förmånen att växa upp i ett kristet land. Vid mitten av detta århundrade ägde 43,seg,train
Onsdagen den 26 mars. 13 Nr 21.,note,val
Onsdagen den 26 mars. Kl. 11 f. m.,note,train
$1.,note,val
Justerades de vid kammarens sammanträde den 19 innevarande mars förda protokollen.,note,test
$ 2.,note,test
"Föredrogs, men bordlades åter andra kammarens femte tillfälliga utskotts utlåtande nr 6.",note,val
$ 3.,note,test
"Till avgörande företogs konstitutionsutskottets utlåtande, nr 17, i anled- Ang. godkänning av Kungl. Maj:ts proposition angående godkännande av en i Genéve den nande av en 17 juni 1925 dagtecknad konvention rörande kontroll av den internationella konvention rö",note,train
"ne e j rande kontroll handeln med vapen, ammunition och krigsmateriel. dö; den, wir",note,test
"Till konstitutionsutskottets handläggning hade båda kamrarna hänvisat en JOReNa av Kungl. Maj:t till riksdagen avlåten proposition, nr 111, däri Kungl. Maj:t, vapen m. Mm. under åberopande av utdrag av statsrådsprotokollet över utrikesdepartementsärenden den 21 februari 1930 samt med överlämnande av texten till en i Genéve den 17 juni 1925 dagtecknad konvention rörande kontroll av den internationella handeln med vapen, ammunition och krigsmateriel, äskat riksdagens godkännande av nämnda konvention.",note,train
"Utskottet hemställde, att förevarade proposition måtte av riksdagen bi-",note,test
fallas.,note,train
"Vid utlåtandet var fogad reservation av herrar Gustav W. Hansson, Vennerström, Engberg, Karlsson i Vadstena, Fast och Brännberg, vilka ansett, att utskottet — under åberopande av ett i reservationen intaget, från utskottets motivering avvikande uttalande — bort hemställa, att riksdagen i anledning av förevarande proposition måtte förklara sig intet ha att erinra mot Sveriges ratifikation av berörda konvention.",note,test
"Sedan utskottets hemställan föredragits, anförde:",note,test
Herr Fast:,intro,test
"Herr talman! Som kammaren kan finna, har Kungl. Maj:t såsom. villkor för Sveriges ratifikation av här förevarande konvention ställt, att samtidigt ratifikation skall äga rum såväl av vissa uppräknade stater, Belgien, Förenta staterna, Italien, Spanien, Storbritannien och Tjeckoslovakien, som jämväl av de stater i övrigt, som Kungl. Maj:t vid ärendets slutliga prövning finner skäligt angiva.",seg,train
"Vi reservanter hava icke ansett det vara av behovet påkallat att göra det förbehåll, som här gjorts i den kungliga propositionen. Och det är framför",seg,train
Nr 110,note,train
Torsdagen den 22 mars 1979,note,val
Jordförvärvslag,unknown,train
70,unknown,train
"men förvisso inte. Det är realistiskt för många människor. Det ligger realism och symbolik i det uttrycket, som innebär att en släktgård skall bevaras i släkten — om man har möjligheter och förutsättningar att vårda kulturarvet och låta det gå vidare.",seg,train
"Med den begränsning av förvärvsrätten inom släktkretsen som föreslås i propositionen och utskottets betänkande finns risken att de värden det här gäller kan brytas sönder. Det gäller också hänsynen till mänskliga värden, som dessa — låt mig säga det — kalla byråkrater oftast saknar känslor för. Erfarenheten talar sitt eget språk. Det finns med andra ord ingen anledning att vidga lantbruksnämndernas makt och veto i fråga om släktförvärven. Släktskapsundantaget bör således i fortsättningen omfatta förutom make/ maka, barn och barnbarn även föräldrar, syskon och syskons avkomling.",seg,test
"Låt oss minnas, ärade kammarledamöter, herr jordbruksminister och herr talman, att vad vi här håller på att bryta ner aldrig kan återställas när så har skett. En gammal gård är inte bara åker och skog — det är också kultur och tradition, värda att värna också för dagar som kommer.",seg,train
"Det är mot den bakgrunden, herr talman, som jag hemställer om bifall till följande särskilda yrkande:",seg,train
"att riksdagen med anledning av regeringens förslag samt motionerna 1978/ 79:2158, 1978/79:2160 och 1978/79:2162 yrkandet 1 beslutar att 2$5 jordförvärvslagen skall ha följande lydelse.",seg,train
"28 Förvärvstillstånd enligt 1 $ behövs inte 5. om förvärvaren är överlåtarens fader, moder, make eller hans makes avkomling och inte heller om förvärvaren, eller när makar förvärvar gemensamt, någon av dem är överlåtarens avkomling, syskon eller syskons avkomling, allt under förutsättning att överlåtaren inte är skyldig att avyttra egendomen enligt 16 $ eller enligt 7 $ lagen (1916:156) om vissa inskränkningar i rätten att förvärva fast egendom m. m.,",seg,train
EINAR LARSSON (c):,intro,train
"Herr talman! De släktingar som Eric Carlsson räknat upp skall enligt förslaget till ny lag ha tillstånd att förvärva, om de är beredda att ta på sig det ansvar som Eric Carlsson säger att en rad författare kräver när det gäller bevarande av släktgård. Det är så det förhåller sig. Jag beklagar att Eric Carlsson inte rätt kunnat tolka innehållet i lagförslaget, som inte på något sätt innebär något hot emot ägandet. Den föreslagna lagen har över huvud taget ingen verkan på befintligt ägande utan endast på rätten att förvärva jordbruksfastighet. Till denna rätt knyts sedan vissa krav.",seg,val
"Jag har redan i mitt första inlägg sagt, att jag liksom utskottets majoritet tycker att det är mycket rimligt att man för en sådan rätt att förvärva en släktgård skall ikläda sig ett visst ansvar. Det ansvaret har Eric Carlsson beskrivit på ett mycket fint sätt, och han har angivit de starkaste argument som kan anföras för att detta skall skrivas in i lagen. Det är också det som sker",seg,train
PROTOKOLL,note,train
1952 ANDRA KAMMAREN Nr 18,note,train
16—19 maj,note,test
Debatter m. m.,note,train
Sid. Fredagen den 16 maj. Svar på interpellation av herr von Seth ang. utbyggandet av kraftverk i MÖrrUulmSåD sosse eeeeereeeserrer rss sr rr rr RR rss 6 Lördagen den 17 maj. Ändrat valsätt vid val till riksdagens andra kammare ............ 16 Ändring av 21 $ 1 mom. i vapenförordningen ................... 98 Motion om arbetsmarknadsnämnd .......sesssssesesssrs ser e rr rer 100 Motion om ökning av antalet ledamöter i familjebidragsnämnd ..... 104 Ändring av byggnadsstadgan .................sssesssr ere rr ra 106 Fortsatt giltighet av lagen om tillståndstvång för byggnadsarbete... 111 Anskaffande av grästorksanläggningar ................s...s.s..rs 118 Landsbygdens elektrifiering .....sssossssssserseeses tests rr rr sea 119 Anslag till. hästavelns befrämjande : ss ss js ses cis ess öde a sög fen are 122 Reglering av priserna på fisk .....o.ssssosssserssersrrs rer e ses ra 125 Åtgärder för stärkande av rättssäkerheten och den medborgerliga fri- 18022 TTR EEE SET E TEE TE TEPE TEPE P ET IEEESENSPETSETeT 128 Inrättande av ett nordiskt råd .............s.sss.sssrssser reser 140,note,test
Revision av reglerna rörande statsrådets konstitutionella ansvarighet 148 Interpellation av fröken Höjer ang. framläggande för 1953 års riksdag av principförslag om utbildning av sjukvårdsbiträden och hemsjuk- VårdarinnNOr sosse rseererererrr rr rer rr rr rr RR RR RR RR RR a 149,note,train
Samtliga avgjorda ärenden. Lördagen den 17 maj.,note,train
"Konstitutionsutskottets utlåtande nr 22, ang. förslag till ändrad lydelse av $$ 13 och 15 riksdagsordningen samt till lag med vissa bestämmelser om val till riksdagens andra kammare för perioden 1953— Uk TREES PER EPT EEP PEPE PPEEPRETEEREPIEEEREEECESTN 16",note,train
1— Andra kammarens protokoll 1952. Nr 18.,note,train
28 Nr 22,note,test
Onsdagen den 8 maj 1968,note,train
Ang. inskrivning och redovisning av värnpliktiga,note,train
ta inskrivningscentraler är självklart ägnad att ge större säkerhet åt de bedömningar av de värnpliktigas förutsättningar att komma på rätt plats som är ett angeläget önskemål i militära sammanhang. Jag vill därför personligen livligt tillstyrka det förslag som här föreligger.,seg,train
"Det är många fördelar förknippade med detta förfarande, men det är uppenbart att det också medför en del ökade besvär och kostnader för de ungdomar som skall inställa sig. Inskrivning på endast sex platser i landet mot för närvarande väsentligt fler platser medför ökade reseavstånd. Systemet som sådant innebär också att inskrivningen utsträcks till två dagar. För många ungdomar med lång resväg kommer det att gå åt ytterligare en dag såsom resdag. Jag har försökt att i proposition nr 34 hitta något litet uttalande om den ersättning för förlorad arbetstid som rimligen borde utgå till de värnpliktiga i detta sammanhang, men jag har inte hittat något. Jag uttalar emellertid här den förhoppningen att dessa saker skall uppmärksammas, emedan jag anser att en sådan här förhandsinställelse, som inte rimligen kan inräknas i värnpliktstiden, eftersom man över huvud taget inte vet om vederbörande blir uttagen till värnpliktstjänstgöring eller ej, bör ersättas av statsverket, enligt min uppfattning med hela det inkomstbortfall som förorsakas den värnpliktige. Jag skulle vilja vädja till dem det vederbör att när det blir aktuellt allvarligt pröva den frågan.",seg,train
När det gäller den s. k. lydnadsställningen för värnpliktsverket — ett enligt min mening passande uttryck i militära sammanhang — delar jag till skillnad från herr Virgin utskottets uppfattning om att detta nya verk bör underställas Kungl. Maj:t direkt. Den grundsyn som ligger bakom det nya förfarandet vid inskrivning och som innebär ett ökat hänsynstagande till medicinska och psykologiska faktorer medför tillsammans med den allmänna för-,seg,test
"ändringen i tidsandan, att det bör vara rimligt att värnpliktsverket underställes Kungl. Maj:t direkt och frikopplas från överbefälhavaren. Jag tror också att det skulle inge de värnpliktiga en känsla av ökad objektivitet. Detta påstående innebär inte att jag på något sätt hyser misstroende mot de militära myndigheterna, men jag är ganska övertygad om att den synpunkt som jag har framfört också är de värnpliktigas synpunkt.",seg,train
"Beträffande lokaliseringen av det nya värnpliktsverket till Solna delar jag helt herr Virgins uppfattning att man, innan en sådan förläggning beslutas, borde undersöka möjligheterna till annan förläggning i landet. Denna min mening är motiverad av centerpartiets allmänna inställning att man bör pröva förläggning av centrala statliga organ och verk till andra platser än Storstockholm. Dessutom är det väl ur ren militär beredskapssynvinkel och ur försvarets synvinkel angeläget att så litet antal sårbara institutioner som möjligt förlägges till storstockholmsområdet, det område som väl utan tvekan i händelse av krigstillstånd är mest utsatt i hela vårt land.",seg,test
"Jag ber, herr talman, att få yrka bifall till utskottets förslag under den punkt som vi nu behandlar. Jag kommer senare att biträda det yrkande som herr Virgin sannolikt kommer att framställa beträffande reservation 2.",seg,val
"Herr PETTERSSON, HARALD, (cp):",intro,test
Herr talman! Jag tar till orda i denna debatt av två skäl.,seg,val
Det första skälet är att jag ställt en fråga till försvarsministern för en tid sedan. Jag hade dock inte möjlighet att vare sig tacka statsrådet för svaret eller att kommentera detsamma.,seg,test
Frågan gällde huruvida man skulle kunna tänka sig att vidtaga åtgärder för att eliminera de olägenheter såväl för berörda värnpliktiga som för näringslivet som är en följd av den osäkerhet som många gånger råder beträf-,seg,train
Onsdagen den,note,train
2 juni 1948 em. Nr 22. 123,note,train
Lag om inskränkning i rätten att förvärva jordbruksfastighet.,note,val
"betydelse. Det kan tänkas tider då så skulle kunna vara fallet, men man måste väl jämföra jordbrukspriserna med vad som kan vara rimligt och skäligt, och, herr Hermansson, så länge fastighetspriserna inte ens äro så höga, att de täcka vad det kostar att bebygga gårdarna, så länge anser jag i varje fall, att en lag för att hindra ökning av jordpriserna knappast är motiverad. Situationen blir ju tvärtom den, att genom denna lag hindras jordbrukare att vid jordbrukskalkylerna få sådana värden inräknade för sina fastigheter som svara mot byggnadsvärdena. Den räntesumma på 200 miljoner kronor, som ingår i jordbrukskalkylen, räcker ju inte till att förränta ett normalt byggnadsvärde på våra fastigheter. Så länge stegringen av jordpriserna inte gått upp mot vad det i varje fall kostar att bebygga en jordbruksfastighet tycker jag inte man skall tala om att här föreligger en uppenbar fara för att produktionsmedlen skola fördyras.",seg,train
"Herr talman! Med anslutning till vad jag här yrkat och med anslutning till vad som yrkas alternativt i motionerna I: 342 och II: 503 ber jag, för den händelse avslagsyrkandet inte vinner bifall, att få yrka avslag på $ 4 — vi kanske få komma med avslagsyrkandena undan för undan allteftersom paragraferna tagas upp — men jag ber att i fråga om 8 6 få yrka bifall till motionerna I: 342 och II: 503.",seg,train
"Chefen för jordbruksdepartementet, herr statsrådet SKÖLD:",intro,test
Herr talman!,seg,test
"Jag tillåter mig först att i någon mån belysa herr Heaeggbloms historieskrivning. Han ville göra gällande, att den lag vi diskutera här i dag skulle vara ett skott på den nazistiska lagstiftningens stam. Om herr Hzaeggblom hade utsträckt sina forskningar i den svenska lagstiftningens historia litet längre bakåt i tiden, skulle han ha funnit, att försådan lagstiftning här i",seg,train
slag om en,seg,val
"Sverige tillkommo under den tid, då Hitler ännu endast var en gefreiter i den tyska armén. Jag tror därför att det var ett onödigt demagogiskt försök att sätta en vanhedrande stämpel på den lagstiftning vi nu ha att behandla i kammaren.",seg,train
"Det klagas över att denna lag ålägger fastighetshandeln ett svårt tvång. Jag har nog närmast fått det intrycket, att den är mycket litet betungande. Jag har inhämtat, att bortåt 10 000 fastighetsaffärer ske varje år på grundval av de intyg som landsfiskaler eller egnahemsnämnder utfärda. Det är ett så pass obetydligt besvär, att jag inte tror, att folk har mycket men av det, och det är en överväldigande del av fastighetsaffärerna som klaras på det sättet.",seg,train
"Sedan är det bortåt 1000 fall som kommit till jordbruksdepartementet, men det är fall som enligt min mening äro av den beskaffenheten, att de äro värda att granskas. Jag kan väl förstå att många av dem som tvingas att göra dessa ansökningar tycka, att det är besvärligt och att det drar ut litet på tiden, men jag tror inte, att det föreligger något mera utbrett missnöje med behandlingen.",seg,train
"Herr Liedberg hade den uppfattningen, att det förslag att överföra granskningen till de nya lantbruksnämnderna som nu är å bane skulle bero på att denna lagstiftning är svår att tillämpa. Det ligger i sakens natur, att när denna lag om en alldeles oprövad sak först kom till kunde man vara bekymrad för hur den skulle kunna anpassa sig efter det praktiska livet. Jag måste för min del säga, att jag vid den tillämpning som jag varit med om att genomföra funnit, att denna lag varit överraskande lätt att följa och att det varit ganska enkelt att få upp en tämligen fast praxis, där vi efter hand haft mycket litet besvär med att placera de olika fallen i sina kategorier.",seg,train
"När vi nu föreslå att detta arbete skall övergå till lantbruksnämnderna, är",seg,test
Nr.41.,note,test
Anslag till beredskapsarbeten. (Forts.),note,val
52 Fredagen den 22 maj.,note,test
"till beredskapsarbeten för motverkande av arbetslöshet för budgetåret 1931/1932 under titeln »Oförutsedda utgifter» anvisa ett reservationsanslag, att användas i huvudsaklig överensstämmelse med i utlåtandet angivna grunder, av",seg,train
"20,000,000 kronor;",seg,train
b) att de av herrar Asplund samt Lindberg m. fl. väckta motionerna (1: 262 och II:425) måtte anses besvarade med vad utskottet förut anfört och hemställt;,seg,train
c) att den av herr Lövgren i Nyborg och herr Hage väckta motionen (II: 421) likaledes måtte anses besvarad med vad utskottet förut anfört och hemställt.,seg,train
Reservationer hade anförts,seg,train
"1:o0) av herrar Kvarnzelius, Rosén och Danielsson, vilka ansett, att utskottets yttrande bort hava den lydelse, reservationen visade, samt att utskottet bort hemställa,",seg,train
"a) att riksdagen, med bifall till Kungl. Maj:ts förevarande proposition och med avslag å de av herrar Möller m. fl. och Hansson i Stockholm m. fl. väckta motionerna (I:263 och II:422), i vad de skilde sig från Kungl. Maj:ts förslag, ävensom med avslag å herrar Nilssons i Gränebo m. fl. och Olssons i Golvvasta m. fl. motioner (I:261 och II:424), måtte till beredskapsarbeten för motverkande av arbetslöshet för budgetåret 1931/1932 under titeln »Oförutsedda utgifter» anvisa ett reservationsanslag, att användas i huvudsaklig överensstämmelse med de grunder, som av departementschefen angåves i statsrådsprotokollet över socialärenden den 20 mars 1931, av 3,000,000 kronor;",seg,val
b) att de av herrar Asplund samt Lindberg m. fl. väckta motionerna (£: 262 och II:425) ej måtte av riksdagen bifallas;,seg,train
c) att den av herr Lövgren i Nyborg och herr Hage väckta motionen (II: 4921) ej heller måtte av riksdagen bifallas;,seg,train
"2:0) av herrar Widell, Nilsson i Gränebo, Svensson i Kompersmåla, Carl Gustaf Hammarskjöld, Nylander, Nilsson i Bonarp, Strindlund, Olsson i Blädinge, Olofsson i Digernäs, Persson i Fritorp och Järte, vilka ansett, att utskottets yttrande bort lyda så, som i denna reservation angivits, och avslutas med en hemställan,",seg,train
"a) att riksdagen, med bifall till de av herrar Nilsson i Gränebo m. fl. och Olsson i Golvvasta m. fl. i ämnet väckta motionerna (I:261 och II:424), måtte avslå Kungl. Maj:ts förevarande förslag;",seg,val
"b) att de av herrar Asplund, Möller m. fl., Lindberg m. fl., Hansson i Stockholm m. fl. samt Lövgren i Nyborg och Hage väckta motionerna (1: 262 och 263 samt II: 424, 422 och 421) ej heller måtte av riksdagen bifallas;",seg,train
"3) av herr Asplund, som anslutit sig till utskottets förslag men ansett, att av det tillstyrkta anslaget 10 miljoner kronor borde ha anvisats att utgå av lånemedel och att utskottets yttrande i hithörande delar bort erhålla viss i reservationen angiven lydelse, slutande med en hemställan,",seg,train
"I. att riksdagen, i anledning av Kungl. Maj:ts förevarande proposition samt de av herrar Möller m. fl., Hansson i Stockholm m. fl., Asplund samt Lindberg m. fl. väckta motionerna (1:263, IT:422, I:262 och II: 425) ävensom med avslag å herrar Nilssons i Gränebo m. fl. och Olssons i Golvvasta m. fl. motioner (I: 261 och II: 424) måtte till beredskapsarbeten för motverkande av arbetslöshet för budgetåret 1931/1932 såsom reservationsanslag anvisa",seg,val
"a) under titel »Oförutsedda utgifter» 10,000,000 kronor att utgå av andra inkomster än lånemedel samt",seg,train
"b) under titel »Utgifter för kapitalökning» 10,000,000 kronor att utgå av",seg,train
Fredagen den 11 april 1958,note,train
Nr 13 19,note,val
Kungl. proposition ang. vissa organisationsoch anslagsfrågor rörande försvaret,note,test
"den! Det gör inte jag heller, men det är självklart att vi kan betrakta den såsom ett stort steg framåt.",seg,train
"Jag fäster också uppmärksamheten på det förslag och den handling som ägt rum i fråga om testningsstopp för atombomber. Det är ju sant att om ett sådant testningsstopp kommer till stånd, måste därmed den internationella atmosfären både bokstavligen och politiskt förbättras, Förslaget därom och det ryska beslutet var naturligtvis inte »bara propaganda» utan förestavades av det kalla faktum, att jordatmosfären redan har kommit alltför långt på vägen mot den allmänna fördärvbringande förgiftningen med radioaktivitet. Detta läge kräver åtgärder snarast, och mitt i allt eländet måste man väl säga, att detta förhållande är någonting lovande för freden. Man skulle kunna säga att folken drivs framåt mot fred och samförstånd genom gisselslag.",seg,train
"Låt oss nu tro litet grand på freden också, herr talman, trots att den ibland tycks hänga på ett hår. Jag tänker här på de s. k. beredskapsåtgärder som vi har läst om i dagens tidningar och som man tycker utsätter världen för så fasaväckande möjligheter. Låt oss tro på freden i alla fall, och göra vad vi kan för den! Svenska regeringens stöd åt kravet på testningsstopp blir, hoppas jag, en sådan insats. Fredspolitiken hör också till det rationella försvaret.",seg,val
"Det var bara det, herr talman, jag ville tillåta mig säga.",seg,val
"I detta anförande instämde herrar Lage Svedberg (s), Lindgren (s), Thun (s) och Dahl (s), fru Wallentheim (s), herr Mogård (s), fru Sjöström-Bengtsson (s) samt herrar Per Olofsson (s), Carl Albert Anderson (s), Fahlander (s) och Wärnberg (s).",unknown,train
Herr ÖHMAN (k):,intro,test
"Herr talman! Jag kan också förena mig med de talrika instämmandena i herr Brantings synpunkter. Jag vill emellertid, då vårt parti icke har någon representant i utskottet, använda detta tillfälle för att framföra några synpunkter",seg,train
"på den föreliggande försvarspropositionen. Jag kommer naturligtvis inte att kunna gå in på några detaljer i förslaget, men jag vill gärna rikta uppmärksamheten på några huvudfrågor som här dyker upp.",seg,val
"Den första vill jag bara kort beröra. Det är det uppseendeväckande sätt på vilket denna viktiga fråga har handlagts. Jag erinrar om att fyra partiledare och ett par ministrar den 4 februari träffade en uppgörelse om försvarskostnaderna och därmed i praktiken försatte försvarsberedningen ur spel. Partiledaruppgörelsen innebar inte bara att man fastställde kostnadsramen för den försvarsbudget, som innevarande riksdag skall besluta, utan man låste kostnaderna för ett tiotal år framåt. Därigenom blev försvarsberedningens arbete meningslöst. Det blev omöjligt att pröva olika alternativ.",seg,train
"Det är ganska uppseendeväckande att sådana oparlamentariska metoder kan komma till användning vid handläggning av en så viktig fråga som denna. En ledamot av beredningen hade ju också kurage nog att handla konsekvent, d. v. s. vägra sin medverkan vid effektueringen av partiledarnas diktat. De andra låtsades tydligen inte om den chikan de utsattes för, utan böjde sig lydigt för generalernas och partiledarnas påbud. Här kan man verkligen tala om villkorslös kapitulation — för att nu använda en militär term — inför de pockande krav på ökad miljonrullning för militära ändamål, som länge förts fram från högerns och de militära myndigheternas sida.",seg,train
"Den 4 februari avgjorde partiledarna frågan, och två veckor efteråt rapporterade försvarsberedningen att den var klar med sitt arbete. Beredningen överlämnade ett utlåtande, som till hundra procent innehöll detsamma som partiledarna träffat uppgörelse om. En sådan handläggning av ett ärende är ganska enastående i svensk parlamentarism, och jag anser därför att den bör allvarligt påtalas av alla som vill slå vakt om riksdagens rättigheter.",seg,test
Nu ligger alltså resultatet på bordet.,seg,val
Lördagen den 13 maj. Nr 36. 63,note,val
Om höjning av tullen å hästar. (Forts.),note,val
"Jag vill då först säga, att det naturligtvis var väntat från min sida, att herr Örne skulle gå emot denna lilla tullmotion. Men jag vill fästa herr Örnes uppmärksamhet på att om motionen bifalles, detta enligt min mening icke kan medföra någon nackdel ur konsumentsynpunkt, även om hästkött duger att äta. Vidare vill jag också påpeka, såsom det i motionen anförts, att hästaveln här i landet är grundad på den rena avelsprincipen. Kan det vara lämpligt att staten, hushållningssällskapen och i en del fall också landstingen bidraga med icke oansenliga belopp till hästavelns främjande, samtidigt som det skall fortgå en import från Finland av hästar, som för vårt lands vidkommande inte alls är lämplig eller önskvärd? Det är ju att taga med den ena handen vad man ger med den andra.",seg,train
"Nu säger utskottet i sitt utlåtande, att enligt vad för utskottet uppgivits förekommer vid gränsen mot Finland, att hästar insmugglas i vårt land. Ja, det vill jag inte bestrida. Jag vet inte hur det är med den saken. Men herr Örne har ju tidigare här i dag vid en annan frågas behandling starkt understrukit, att man skall ställa sig lagar och förordningar till lydnad och efterrättelse. Då tycker jag att det motiv i utskottets utlåtande, som han gjorde sig till tolk för, inte är riktigt passande.",seg,train
"Vidare heter det i utskottets utlåtande, att »i gränsbygden mot Finland anser sig mången för sina körslor vara bättre betjänt med en lätt finsk häst än med en nordsvensk. En höjning av tullen å hästar skulle därför verka betungande för dem, som allt fortfarande önskade förse sig med lätta finska hästar.» — Jag känner inte till att så skulle vara förhållandet. Visserligen är jag inte så bekant med förhållandena i allra nordligaste Norrland, men jag har gjort mig underrättad om hur det kan förhålla sig med denna sak, och jag tror att den uppfattningen är riktig, att nordsvenska hästar i varje fall inte äro tyngre, än att med dem kan utföras även de körslor, som man närmast skulle avse för de finska hästarna. Och därför måste det även på den grunden vara onödigt att importera dessa.",seg,test
